Asset,AssetID,Horizons,N_Horizons,Threshold,Sharpe,Return,WinRate,DA,Trades
Crude_Oil,1866,D1+D2+D5+D6,4,0.1,-0.8,-3.43,24.5,24.5,49
Crude_Oil,1866,D1+D3+D7+D10,4,0.05,-0.8,-5.57,29.1,29.1,79
Crude_Oil,1866,D1+D3+D4+D8,4,0.1,-0.819,-2.01,26.5,26.5,34
Crude_Oil,1866,D1+D2+D5+D6,4,0.05,-0.829,-8.71,30.1,30.1,103
Crude_Oil,1866,D1+D2+D3+D8,4,0.05,-0.829,-7.5,30.7,30.7,101
Crude_Oil,1866,D2+D6+D10,3,0.05,-0.83,-5.13,28.8,28.8,66
Crude_Oil,1866,D2+D10,2,0.05,-0.83,-5.13,28.8,28.8,66
Crude_Oil,1866,D1+D2+D6+D8,4,0.05,-0.836,-7.12,27.7,27.7,94
Crude_Oil,1866,D2+D5+D8,3,0.05,-0.841,-6.63,32.1,32.1,78
Crude_Oil,1866,D2+D8,2,0.05,-0.841,-6.63,32.1,32.1,78
Crude_Oil,1866,D1+D8,2,0.05,-0.842,-6.64,27.4,27.4,84
Crude_Oil,1866,D2+D3+D7+D9,4,0.05,-0.843,-5.4,33.3,33.3,72
Crude_Oil,1866,D1+D3+D5+D6,4,0.1,-0.848,-2.81,23.3,23.3,43
Crude_Oil,1866,D1+D2+D6+D10,4,0.1,-0.848,-2.74,26.7,26.7,30
Crude_Oil,1866,D2+D5+D6+D9,4,0.05,-0.851,-6.49,34.2,34.2,76
Crude_Oil,1866,D2+D5+D9,3,0.1,-0.853,-0.55,50.0,50.0,8
Crude_Oil,1866,D2+D5,2,0.05,-0.853,-8.11,32.7,32.7,98
Crude_Oil,1866,D1+D2+D10,3,0.05,-0.864,-8.52,28.3,28.3,99
Crude_Oil,1866,D1+D5,2,0.05,-0.873,-8.76,30.8,30.8,104
Crude_Oil,1866,D1+D3+D5,3,0.05,-0.873,-8.76,30.8,30.8,104
Crude_Oil,1866,D2+D7+D10,3,0.05,-0.88,-5.72,31.1,31.1,61
Crude_Oil,1866,D2+D3+D5+D6,4,0.05,-0.887,-7.73,34.4,34.4,90
Crude_Oil,1866,D1+D2+D5,3,0.1,-0.894,-6.95,30.1,30.1,73
Crude_Oil,1866,D2+D4+D7+D10,4,0.05,-0.9,-5.43,30.8,30.8,65
Crude_Oil,1866,D2+D3+D9,3,0.1,-0.903,-3.96,31.1,31.1,45
Crude_Oil,1866,D2+D3+D4+D10,4,0.05,-0.908,-6.0,32.9,32.9,73
Crude_Oil,1866,D6+D7+D10,3,0.1,-0.91,-3.58,29.4,29.4,34
Crude_Oil,1866,D1+D3+D6,3,0.05,-0.911,-9.18,31.1,31.1,106
Crude_Oil,1866,D1+D10,2,0.05,-0.929,-6.04,30.1,30.1,73
Crude_Oil,1866,D2+D4+D5+D8,4,0.05,-0.933,-7.19,30.4,30.4,79
Crude_Oil,1866,D1+D5+D6+D10,4,0.05,-0.933,-7.0,33.3,33.3,78
Crude_Oil,1866,D5+D7+D10,3,0.05,-0.958,-6.8,32.4,32.4,74
Crude_Oil,1866,D1+D5+D7+D9,4,0.05,-0.958,-6.03,32.3,32.3,65
Crude_Oil,1866,D2+D4+D5+D10,4,0.05,-0.963,-6.33,30.7,30.7,75
Crude_Oil,1866,D4+D5+D6+D7,4,0.05,-0.967,-8.87,30.2,30.2,86
Crude_Oil,1866,D2+D3+D5+D8,4,0.05,-0.97,-7.33,31.7,31.7,82
Crude_Oil,1866,D1+D4+D8,3,0.05,-0.971,-7.62,27.9,27.9,86
Crude_Oil,1866,D2+D3+D6+D10,4,0.05,-0.984,-6.24,31.4,31.4,70
Crude_Oil,1866,D1+D5+D9+D10,4,0.05,-0.984,-6.49,29.4,29.4,68
Crude_Oil,1866,D1+D3+D9,3,0.1,-0.998,-3.98,26.8,26.8,41
Crude_Oil,1866,D1+D2+D6+D9,4,0.1,-1.002,-3.33,24.2,24.2,33
Crude_Oil,1866,D1+D3+D9+D10,4,0.05,-1.005,-7.38,28.6,28.6,84
Crude_Oil,1866,D4+D6+D9+D10,4,0.05,-1.011,-7.0,34.3,34.3,70
Crude_Oil,1866,D4+D9+D10,3,0.05,-1.019,-7.65,30.4,30.4,79
Crude_Oil,1866,D1+D4+D7+D10,4,0.05,-1.022,-6.6,30.1,30.1,73
Crude_Oil,1866,D1+D4+D5+D8,4,0.05,-1.023,-7.64,24.4,24.4,82
Crude_Oil,1866,D2+D3+D4+D6,4,0.05,-1.025,-8.78,31.1,31.1,90
Crude_Oil,1866,D6+D8+D10,3,0.05,-1.026,-8.6,29.6,29.6,81
Crude_Oil,1866,D6+D10,2,0.05,-1.026,-8.6,29.6,29.6,81
Crude_Oil,1866,D1+D4+D6+D10,4,0.05,-1.027,-7.03,29.9,29.9,77
Crude_Oil,1866,D1+D3+D6+D8,4,0.05,-1.033,-7.97,27.4,27.4,84
Crude_Oil,1866,D2+D6+D8,3,0.05,-1.038,-7.52,31.1,31.1,74
Crude_Oil,1866,D2+D4+D5+D6,4,0.05,-1.042,-7.59,31.3,31.3,83
Crude_Oil,1866,D1+D4+D8,3,0.1,-1.044,-2.35,28.0,28.0,25
Crude_Oil,1866,D2+D4+D9,3,0.05,-1.044,-7.08,30.8,30.8,78
Crude_Oil,1866,D1+D6+D8,3,0.1,-1.051,-1.65,27.8,27.8,18
Crude_Oil,1866,D1+D2+D5+D8,4,0.05,-1.053,-8.89,28.0,28.0,93
Crude_Oil,1866,D2+D3+D4+D5,4,0.05,-1.064,-9.15,31.5,31.5,92
Crude_Oil,1866,D1+D6+D7,3,0.1,-1.074,-4.95,31.6,31.6,38
Crude_Oil,1866,D3+D6+D8+D10,4,0.05,-1.078,-7.97,32.9,32.9,70
Crude_Oil,1866,D2+D4+D10,3,0.05,-1.114,-7.26,30.3,30.3,76
Crude_Oil,1866,D1+D3+D5+D6,4,0.05,-1.118,-9.63,30.9,30.9,94
Crude_Oil,1866,D1+D5+D9,3,0.05,-1.124,-6.4,28.4,28.4,67
Crude_Oil,1866,D1+D3+D7+D9,4,0.05,-1.124,-6.4,28.4,28.4,67
Crude_Oil,1866,D1+D9,2,0.05,-1.124,-6.4,28.4,28.4,67
Crude_Oil,1866,D1+D3+D6+D10,4,0.05,-1.127,-7.76,26.5,26.5,83
Crude_Oil,1866,D1+D3+D9,3,0.05,-1.138,-8.03,30.5,30.5,82
Crude_Oil,1866,D3+D5+D6+D10,4,0.05,-1.138,-8.83,30.3,30.3,76
Crude_Oil,1866,D1+D2+D7,3,0.05,-1.149,-11.83,29.2,29.2,113
Crude_Oil,1866,D2+D7+D9+D10,4,0.05,-1.161,-8.01,29.9,29.9,67
Crude_Oil,1866,D1+D2+D3+D9,4,0.1,-1.162,-6.12,32.1,32.1,53
Crude_Oil,1866,D2+D3+D4+D9,4,0.05,-1.164,-7.87,32.5,32.5,77
Crude_Oil,1866,D1+D2+D8,3,0.05,-1.165,-11.96,28.7,28.7,108
Crude_Oil,1866,D1+D2+D6,3,0.1,-1.166,-7.76,27.3,27.3,66
Crude_Oil,1866,D1+D5+D9,3,0.1,-1.17,-2.65,30.0,30.0,20
Crude_Oil,1866,D1+D3+D7+D9,4,0.1,-1.17,-2.65,30.0,30.0,20
Crude_Oil,1866,D1+D9,2,0.1,-1.17,-2.65,30.0,30.0,20
Crude_Oil,1866,D2+D3+D8,3,0.1,-1.175,-5.39,37.5,37.5,48
Crude_Oil,1866,D2+D9,2,0.05,-1.18,-7.91,31.4,31.4,70
Crude_Oil,1866,D2+D5+D9+D10,4,0.05,-1.183,-7.71,29.4,29.4,68
Crude_Oil,1866,D1+D6+D8,3,0.05,-1.185,-8.22,27.0,27.0,74
Crude_Oil,1866,D2+D3+D5+D10,4,0.05,-1.193,-7.52,30.6,30.6,72
Crude_Oil,1866,D1+D4+D5+D6,4,0.1,-1.206,-5.23,28.3,28.3,46
Crude_Oil,1866,D2+D4+D6,3,0.05,-1.212,-9.83,33.7,33.7,86
Crude_Oil,1866,D2+D6,2,0.05,-1.212,-9.83,33.7,33.7,86
Crude_Oil,1866,D1+D2+D5+D10,4,0.1,-1.216,-3.85,25.8,25.8,31
Crude_Oil,1866,D2+D4+D7,3,0.05,-1.243,-8.56,30.9,30.9,81
Crude_Oil,1866,D1+D6+D7+D8,4,0.05,-1.253,-8.27,29.6,29.6,71
Crude_Oil,1866,D6+D7+D9+D10,4,0.05,-1.256,-10.58,28.2,28.2,85
Crude_Oil,1866,D1+D7+D9+D10,4,0.05,-1.269,-8.23,30.8,30.8,65
Crude_Oil,1866,D2+D5+D10,3,0.05,-1.271,-7.29,27.9,27.9,68
Crude_Oil,1866,D1+D7,2,0.05,-1.274,-9.94,27.2,27.2,92
Crude_Oil,1866,D1+D4+D7,3,0.05,-1.274,-9.94,27.2,27.2,92
Crude_Oil,1866,D1+D2+D5+D9,4,0.05,-1.274,-9.65,27.1,27.1,85
Crude_Oil,1866,D1+D2+D4+D7,4,0.1,-1.275,-6.83,28.6,28.6,56
Crude_Oil,1866,D1+D2+D9,3,0.05,-1.275,-11.63,29.2,29.2,96
Crude_Oil,1866,D3+D4+D7,3,0.05,-1.294,-9.71,34.7,34.7,75
Crude_Oil,1866,D1+D2+D3+D5,4,0.1,-1.297,-8.79,32.4,32.4,71
Crude_Oil,1866,D1+D2+D3+D4,4,0.1,-1.301,-9.7,33.3,33.3,75
Crude_Oil,1866,D1+D4+D5+D10,4,0.05,-1.302,-8.01,24.0,24.0,75
Crude_Oil,1866,D3+D4+D9,3,0.05,-1.312,-9.06,32.4,32.4,74
Crude_Oil,1866,D1+D2+D7+D9,4,0.1,-1.324,-4.11,25.8,25.8,31
Crude_Oil,1866,D6+D7+D8+D9,4,0.1,-1.324,-6.47,29.6,29.6,54
Crude_Oil,1866,D1+D6+D7,3,0.05,-1.329,-11.73,27.6,27.6,98
Crude_Oil,1866,D6+D9,2,0.1,-1.331,-6.52,29.1,29.1,55
Crude_Oil,1866,D2+D3+D4+D9,4,0.1,-1.339,-3.26,34.2,34.2,38
Crude_Oil,1866,D1+D2+D6,3,0.05,-1.339,-14.13,28.1,28.1,114
Crude_Oil,1866,D1+D5+D10,3,0.05,-1.341,-8.41,28.9,28.9,76
Crude_Oil,1866,D4+D7+D9+D10,4,0.05,-1.344,-8.85,31.4,31.4,70
Crude_Oil,1866,D1+D7+D8+D9,4,0.05,-1.361,-10.56,31.4,31.4,86
Crude_Oil,1866,D1+D2+D8+D10,4,0.1,-1.362,-4.35,24.2,24.2,33
Crude_Oil,1866,D2+D4+D5+D9,4,0.05,-1.364,-8.2,30.1,30.1,73
Crude_Oil,1866,D1+D2+D3+D6,4,0.1,-1.365,-9.43,30.4,30.4,69
Crude_Oil,1866,D4+D8+D10,3,0.05,-1.365,-8.97,31.4,31.4,70
Crude_Oil,1866,D1+D3+D4,3,0.1,-1.383,-8.33,30.1,30.1,73
Crude_Oil,1866,D1+D5+D7+D10,4,0.05,-1.384,-8.05,32.4,32.4,68
Crude_Oil,1866,D3+D5+D6+D9,4,0.05,-1.387,-10.0,28.9,28.9,76
Crude_Oil,1866,D2+D5+D7+D9,4,0.05,-1.389,-9.4,32.4,32.4,71
Crude_Oil,1866,D1+D2+D3+D7,4,0.1,-1.398,-8.67,30.8,30.8,65
Crude_Oil,1866,D4+D5+D6+D10,4,0.1,-1.399,-2.84,20.7,20.7,29
Crude_Oil,1866,D3+D5+D7+D10,4,0.05,-1.407,-10.02,29.6,29.6,71
Crude_Oil,1866,D5+D8+D9+D10,4,0.1,-1.408,-2.19,31.8,31.8,22
Crude_Oil,1866,D1+D3+D4+D7,4,0.05,-1.412,-11.33,28.0,28.0,93
Crude_Oil,1866,D5+D8+D9,3,0.1,-1.415,-4.45,31.8,31.8,44
Crude_Oil,1866,D1+D3+D7,3,0.1,-1.421,-7.2,29.6,29.6,54
Crude_Oil,1866,D1+D4+D8+D10,4,0.05,-1.423,-7.81,29.2,29.2,65
Crude_Oil,1866,D1+D3+D5+D7,4,0.05,-1.427,-11.32,27.2,27.2,92
Crude_Oil,1866,D1+D3+D4+D6,4,0.05,-1.429,-11.87,29.9,29.9,97
Crude_Oil,1866,D2+D3+D6+D9,4,0.1,-1.432,-2.59,43.8,43.8,16
Crude_Oil,1866,D4+D6+D10,3,0.05,-1.438,-9.79,31.5,31.5,73
Crude_Oil,1866,D2+D5+D8+D9,4,0.05,-1.443,-9.0,36.1,36.1,72
Crude_Oil,1866,D1+D3+D5+D10,4,0.05,-1.451,-9.12,23.3,23.3,86
Crude_Oil,1866,D3+D4+D7,3,0.1,-1.454,-2.3,30.8,30.8,26
Crude_Oil,1866,D1+D2+D5,3,0.05,-1.458,-14.73,28.9,28.9,114
Crude_Oil,1866,D3+D4+D7+D10,4,0.05,-1.463,-10.3,32.8,32.8,67
Crude_Oil,1866,D2+D8+D9+D10,4,0.05,-1.474,-8.94,28.6,28.6,63
Crude_Oil,1866,D2+D6+D8+D9,4,0.1,-1.477,-1.22,31.2,31.2,16
Crude_Oil,1866,D1+D3+D6+D9,4,0.05,-1.477,-8.86,26.7,26.7,75
Crude_Oil,1866,D3+D8+D9+D10,4,0.1,-1.483,-2.04,22.2,22.2,18
Crude_Oil,1866,D5+D8+D9+D10,4,0.05,-1.485,-11.22,32.1,32.1,84
Crude_Oil,1866,D6+D7+D9,3,0.1,-1.49,-6.78,29.4,29.4,51
Crude_Oil,1866,D2+D7+D9,3,0.05,-1.494,-10.09,37.3,37.3,75
Crude_Oil,1866,D1+D4+D7+D9,4,0.05,-1.496,-8.34,27.7,27.7,65
Crude_Oil,1866,D4+D5+D8+D10,4,0.05,-1.498,-9.88,31.0,31.0,71
Crude_Oil,1866,D1+D4+D6,3,0.05,-1.51,-12.3,29.9,29.9,97
Crude_Oil,1866,D3+D5+D8,3,0.05,-1.518,-11.86,34.2,34.2,79
Crude_Oil,1866,D3+D6+D9+D10,4,0.05,-1.522,-10.28,31.9,31.9,72
Crude_Oil,1866,D2+D6+D7,3,0.05,-1.523,-11.49,30.0,30.0,80
Crude_Oil,1866,D3+D8+D10,3,0.05,-1.53,-9.5,32.3,32.3,65
Crude_Oil,1866,D1+D4+D9+D10,4,0.05,-1.532,-9.39,27.4,27.4,73
Crude_Oil,1866,D1+D3+D7+D10,4,0.1,-1.536,-3.05,25.0,25.0,16
Crude_Oil,1866,D1+D2+D4,3,0.2,-1.547,-3.28,26.1,26.1,23
Crude_Oil,1866,D1+D3+D6,3,0.1,-1.548,-8.18,25.5,25.5,55
Crude_Oil,1866,D3+D4+D9+D10,4,0.05,-1.558,-10.42,31.5,31.5,73
Crude_Oil,1866,D2+D3+D4+D10,4,0.1,-1.56,-3.53,35.3,35.3,34
Crude_Oil,1866,D3+D4+D5+D6,4,0.05,-1.565,-12.21,30.1,30.1,83
Crude_Oil,1866,D2+D3+D4+D5,4,0.1,-1.569,-7.07,34.0,34.0,53
Crude_Oil,1866,D4+D10,2,0.05,-1.577,-10.3,31.4,31.4,70
Crude_Oil,1866,D4+D7+D10,3,0.05,-1.577,-10.3,31.4,31.4,70
Crude_Oil,1866,D1+D5+D10,3,0.1,-1.587,-3.05,26.7,26.7,15
Crude_Oil,1866,D4+D7+D8+D9,4,0.05,-1.592,-14.67,30.4,30.4,102
Crude_Oil,1866,D2+D6+D8+D10,4,0.05,-1.595,-10.55,29.4,29.4,68
Crude_Oil,1866,D1+D4+D5+D6,4,0.05,-1.597,-11.31,28.0,28.0,82
Crude_Oil,1866,D7+D9,2,0.2,-1.606,-2.68,30.4,30.4,23
Crude_Oil,1866,D7+D8+D9,3,0.2,-1.606,-2.68,30.4,30.4,23
Crude_Oil,1866,D1+D2+D6+D7,4,0.1,-1.611,-7.74,30.6,30.6,49
Crude_Oil,1866,D1+D4,2,0.1,-1.626,-11.06,32.4,32.4,71
Crude_Oil,1866,D2+D4+D5+D6,4,0.1,-1.631,-6.28,30.0,30.0,40
Crude_Oil,1866,D1+D3+D4+D6,4,0.1,-1.634,-5.11,28.6,28.6,42
Crude_Oil,1866,D1+D4+D8+D9,4,0.05,-1.643,-10.14,31.9,31.9,72
Crude_Oil,1866,D1+D4+D6+D9,4,0.05,-1.643,-9.63,26.4,26.4,72
Crude_Oil,1866,D1+D2+D7+D10,4,0.1,-1.648,-5.01,22.6,22.6,31
Crude_Oil,1866,D8+D9+D10,3,0.05,-1.649,-13.93,31.1,31.1,90
Crude_Oil,1866,D3+D6+D8,3,0.1,-1.649,-2.76,23.5,23.5,17
Crude_Oil,1866,D8+D10,2,0.05,-1.649,-13.93,31.1,31.1,90
Crude_Oil,1866,D1+D6,2,0.05,-1.658,-14.57,31.4,31.4,102
Crude_Oil,1866,D1+D6+D9+D10,4,0.1,-1.665,-0.78,22.2,22.2,9
Crude_Oil,1866,D1+D2+D6+D9,4,0.05,-1.668,-11.57,27.4,27.4,84
Crude_Oil,1866,D3+D4+D7+D8,4,0.1,-1.669,-2.82,16.7,16.7,18
Crude_Oil,1866,D2+D4+D5+D7,4,0.05,-1.673,-11.64,29.1,29.1,79
Crude_Oil,1866,D1+D5+D6+D7,4,0.1,-1.675,-4.31,30.3,30.3,33
Crude_Oil,1866,D6+D7+D8+D9,4,0.05,-1.677,-14.5,30.9,30.9,97
Crude_Oil,1866,D7+D9,2,0.1,-1.68,-10.41,29.9,29.9,77
Crude_Oil,1866,D7+D8+D9,3,0.1,-1.68,-10.41,29.9,29.9,77
Crude_Oil,1866,D2+D3+D7,3,0.1,-1.686,-8.27,32.8,32.8,58
Crude_Oil,1866,D2+D4+D6+D10,4,0.05,-1.689,-10.19,28.6,28.6,70
Crude_Oil,1866,D4+D5+D6,3,0.05,-1.703,-15.37,26.5,26.5,98
Crude_Oil,1866,D4+D6,2,0.05,-1.703,-15.37,26.5,26.5,98
Crude_Oil,1866,D1+D4+D5,3,0.05,-1.708,-15.04,27.8,27.8,97
Crude_Oil,1866,D1+D6+D8+D10,4,0.05,-1.718,-8.65,31.6,31.6,57
Crude_Oil,1866,D2+D3+D10,3,0.1,-1.72,-7.0,31.0,31.0,42
Crude_Oil,1866,D1+D4+D6,3,0.1,-1.727,-6.96,23.3,23.3,43
Crude_Oil,1866,D4+D8+D9+D10,4,0.05,-1.728,-11.92,32.1,32.1,78
Crude_Oil,1866,D2+D6+D9,3,0.1,-1.73,-0.39,42.9,42.9,7
Crude_Oil,1866,D2+D4+D9,3,0.1,-1.738,-2.75,40.0,40.0,20
Crude_Oil,1866,D1+D6,2,0.1,-1.741,-7.95,23.9,23.9,46
Crude_Oil,1866,D1+D3+D6+D10,4,0.1,-1.745,-3.19,26.7,26.7,15
Crude_Oil,1866,D3+D4+D6,3,0.05,-1.747,-12.62,30.3,30.3,89
Crude_Oil,1866,D1+D2+D9,3,0.1,-1.756,-7.98,19.6,19.6,51
Crude_Oil,1866,D3+D4+D8,3,0.1,-1.76,-4.55,27.6,27.6,29
Crude_Oil,1866,D2+D7+D8+D9,4,0.05,-1.761,-13.97,34.1,34.1,85
Crude_Oil,1866,D2+D7,2,0.05,-1.761,-11.37,30.3,30.3,76
Crude_Oil,1866,D6+D7+D10,3,0.05,-1.762,-15.11,28.4,28.4,88
Crude_Oil,1866,D3+D5+D6+D9,4,0.1,-1.77,-1.33,35.7,35.7,14
Crude_Oil,1866,D2+D3+D5,3,0.1,-1.776,-9.79,32.8,32.8,64
Crude_Oil,1866,D1+D4+D5,3,0.1,-1.786,-9.63,30.4,30.4,56
Crude_Oil,1866,D1+D3+D4+D9,4,0.05,-1.789,-11.61,29.9,29.9,77
Crude_Oil,1866,D3+D4+D5+D8,4,0.05,-1.793,-12.59,33.8,33.8,74
Crude_Oil,1866,D3+D7+D9,3,0.05,-1.799,-14.16,34.1,34.1,85
Crude_Oil,1866,D2+D5+D8+D10,4,0.05,-1.803,-10.36,28.8,28.8,59
Crude_Oil,1866,D2+D4+D8+D9,4,0.05,-1.82,-11.22,34.2,34.2,73
Crude_Oil,1866,D2+D3+D4+D5,4,0.2,-1.825,-0.82,12.5,12.5,8
Crude_Oil,1866,D6+D7,2,0.05,-1.831,-18.2,30.1,30.1,113
Crude_Oil,1866,D2+D6+D8+D9,4,0.05,-1.832,-13.88,31.3,31.3,83
Crude_Oil,1866,D3+D6,2,0.05,-1.833,-14.23,32.1,32.1,81
Crude_Oil,1866,D2+D6+D7,3,0.1,-1.833,-6.23,30.3,30.3,33
Crude_Oil,1866,D5+D6+D7+D9,4,0.05,-1.84,-13.03,28.9,28.9,76
Crude_Oil,1866,D2+D5+D7,3,0.05,-1.844,-12.1,29.9,29.9,77
Crude_Oil,1866,D3+D6+D7+D10,4,0.1,-1.845,-0.43,37.5,37.5,8
Crude_Oil,1866,D2+D8+D10,3,0.05,-1.858,-11.0,30.0,30.0,60
Crude_Oil,1866,D3+D4+D8+D10,4,0.05,-1.86,-11.95,33.3,33.3,69
Crude_Oil,1866,D3+D7+D10,3,0.05,-1.864,-12.16,28.8,28.8,73
Crude_Oil,1866,D3+D8+D9+D10,4,0.05,-1.867,-12.06,29.2,29.2,72
Crude_Oil,1866,D2+D4+D5,3,0.1,-1.881,-7.8,31.9,31.9,47
Crude_Oil,1866,D2+D4+D5,3,0.05,-1.884,-15.78,30.0,30.0,100
Crude_Oil,1866,D6+D9,2,0.05,-1.891,-15.41,29.8,29.8,94
Crude_Oil,1866,D2+D5+D9,3,0.05,-1.894,-10.78,30.9,30.9,68
Crude_Oil,1866,D4+D6+D10,3,0.1,-1.902,-1.68,14.3,14.3,14
Crude_Oil,1866,D2+D6+D7+D10,4,0.05,-1.902,-11.14,26.2,26.2,65
Crude_Oil,1866,D3+D5+D8+D10,4,0.05,-1.911,-12.29,29.6,29.6,71
Crude_Oil,1866,D2+D5,2,0.1,-1.927,-8.71,31.5,31.5,54
Crude_Oil,1866,D4+D6+D8+D10,4,0.05,-1.966,-13.23,31.1,31.1,74
Crude_Oil,1866,D1+D4+D9,3,0.1,-1.972,-4.8,30.4,30.4,23
Crude_Oil,1866,D4+D9,2,0.1,-1.979,-2.53,26.7,26.7,15
Crude_Oil,1866,D2+D3+D4+D7,4,0.1,-1.984,-5.43,32.6,32.6,43
Crude_Oil,1866,D3+D10,2,0.05,-1.987,-12.8,27.8,27.8,72
Crude_Oil,1866,D6+D9+D10,3,0.05,-2.002,-13.87,26.2,26.2,80
Crude_Oil,1866,D3+D5+D7,3,0.05,-2.008,-15.46,32.9,32.9,76
Crude_Oil,1866,D3+D7,2,0.05,-2.008,-15.46,32.9,32.9,76
Crude_Oil,1866,D3+D6+D7+D10,4,0.05,-2.009,-12.88,30.3,30.3,66
Crude_Oil,1866,D4+D5+D7+D8,4,0.05,-2.015,-16.14,26.7,26.7,86
Crude_Oil,1866,D1+D2+D8+D9,4,0.1,-2.033,-6.25,22.9,22.9,35
Crude_Oil,1866,D1+D6+D8+D9,4,0.05,-2.039,-14.82,30.5,30.5,82
Crude_Oil,1866,D1+D4+D6+D9,4,0.1,-2.043,-2.38,25.0,25.0,8
Crude_Oil,1866,D4+D5+D9+D10,4,0.05,-2.05,-13.31,29.2,29.2,72
Crude_Oil,1866,D2+D5+D7+D9,4,0.1,-2.052,-0.39,60.0,60.0,5
Crude_Oil,1866,D4+D9,2,0.05,-2.053,-14.02,30.8,30.8,78
Crude_Oil,1866,D3+D4+D6+D7,4,0.05,-2.08,-15.18,34.2,34.2,73
Crude_Oil,1866,D3+D5+D9+D10,4,0.05,-2.085,-13.28,29.6,29.6,71
Crude_Oil,1866,D1+D7+D9,3,0.05,-2.093,-12.99,31.6,31.6,76
Crude_Oil,1866,D2+D8+D9,3,0.05,-2.093,-15.72,34.0,34.0,97
Crude_Oil,1866,D3+D6+D7+D8,4,0.05,-2.103,-15.21,28.4,28.4,74
Crude_Oil,1866,D1+D4+D5+D7,4,0.05,-2.105,-15.12,26.5,26.5,83
Crude_Oil,1866,D4+D6+D7+D8,4,0.05,-2.114,-15.59,27.2,27.2,81
Crude_Oil,1866,D2+D4+D6+D9,4,0.05,-2.121,-12.32,27.4,27.4,73
Crude_Oil,1866,D2+D7+D8+D9,4,0.1,-2.125,-3.13,33.3,33.3,24
Crude_Oil,1866,D1+D2+D4+D5,4,0.1,-2.136,-12.44,29.7,29.7,64
Crude_Oil,1866,D6+D8+D9+D10,4,0.05,-2.141,-16.54,31.5,31.5,89
Crude_Oil,1866,D1+D3+D4+D5,4,0.05,-2.15,-18.12,27.0,27.0,100
Crude_Oil,1866,D6+D7,2,0.2,-2.162,-5.2,33.3,33.3,24
Crude_Oil,1866,D4+D6+D8+D9,4,0.1,-2.174,-3.98,34.8,34.8,23
Crude_Oil,1866,D1+D4+D9,3,0.05,-2.176,-11.96,25.7,25.7,74
