Asset,AssetID,Horizons,N_Horizons,Threshold,Sharpe,Return,WinRate,DA,Trades
SP500,1625,D21+D55+D89,3,0.05,803395899.517,0.51,100.0,100.0,1
SP500,1625,D3+D5+D55,3,0.1,265856249.992,0.17,100.0,100.0,1
SP500,1625,D3+D8+D21,3,0.1,202068582.821,0.13,100.0,100.0,1
SP500,1625,D3+D5+D8+D34,4,0.1,202068582.821,0.13,100.0,100.0,1
SP500,1625,D8+D21,2,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D21,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D34,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D55,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13,2,0.2,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D21+D34,4,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D5+D34+D55+D89,4,0.05,36.145,2.11,100.0,100.0,2
SP500,1625,D3+D5+D34,3,0.1,21.945,0.38,66.7,66.7,3
SP500,1625,D13+D55+D89,3,0.05,21.804,0.59,66.7,66.7,3
SP500,1625,D1+D8+D13,3,0.1,21.222,0.15,66.7,66.7,3
SP500,1625,D13+D89,2,0.05,20.08,2.32,71.4,71.4,7
SP500,1625,D5+D55+D89,3,0.05,15.875,1.51,50.0,50.0,2
SP500,1625,D1+D13,2,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D3+D8+D13,4,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D3+D5+D8+D21,4,0.1,15.875,0.13,50.0,50.0,2
SP500,1625,D1+D5+D8+D13,4,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D55+D89,3,0.05,15.875,1.51,50.0,50.0,2
SP500,1625,D1+D5+D13,3,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D5+D8,3,0.1,15.875,0.28,50.0,50.0,2
SP500,1625,D5+D8+D34,3,0.1,13.477,1.38,50.0,50.0,2
SP500,1625,D1+D89,2,0.05,12.754,2.93,57.1,57.1,7
SP500,1625,D13+D34+D55+D89,4,0.05,11.982,3.67,72.7,72.7,11
SP500,1625,D1+D3+D5+D21,4,0.1,8.215,1.68,40.0,40.0,10
SP500,1625,D1+D3+D8,3,0.1,7.669,0.76,50.0,50.0,4
SP500,1625,D13+D21,2,0.1,7.357,3.99,50.0,50.0,20
SP500,1625,D1+D3,2,0.1,7.233,5.9,46.7,46.7,30
SP500,1625,D21+D34+D55+D89,4,0.05,7.09,2.7,40.0,40.0,10
SP500,1625,D1+D3+D8+D89,4,0.05,5.791,5.94,46.7,46.7,30
SP500,1625,D3+D5+D8,3,0.1,5.57,3.58,33.3,33.3,18
SP500,1625,D1+D3+D89,3,0.05,5.182,3.61,45.5,45.5,22
SP500,1625,D1+D3+D21+D89,4,0.05,4.545,4.61,46.4,46.4,28
SP500,1625,D1+D3+D5+D89,4,0.05,4.26,3.14,40.9,40.9,22
SP500,1625,D1+D5,2,0.1,4.253,4.79,43.6,43.6,39
SP500,1625,D1+D3+D5,3,0.1,4.253,4.79,43.6,43.6,39
SP500,1625,D3+D5,2,0.2,3.831,1.18,41.7,41.7,12
SP500,1625,D1+D8+D89,3,0.05,3.605,3.71,48.4,48.4,31
SP500,1625,D3+D8,2,0.1,3.596,1.96,28.6,28.6,14
SP500,1625,D1+D3,2,0.05,3.462,10.44,40.0,40.0,95
SP500,1625,D21+D34,2,0.1,3.342,0.67,33.3,33.3,6
SP500,1625,D1+D3+D5+D8,4,0.1,3.329,1.06,45.5,45.5,11
SP500,1625,D1+D3+D55+D89,4,0.05,3.264,1.99,31.6,31.6,19
SP500,1625,D21+D34+D55,3,0.05,3.173,5.07,44.1,44.1,34
SP500,1625,D1+D5+D8+D89,4,0.05,3.103,3.37,44.1,44.1,34
SP500,1625,D5+D8+D21,3,0.1,2.788,0.39,33.3,33.3,6
SP500,1625,D1+D8,2,0.05,2.677,9.22,45.2,45.2,84
SP500,1625,D13+D34+D55,3,0.05,2.633,5.64,42.6,42.6,54
SP500,1625,D13+D55,2,0.05,2.633,5.64,42.6,42.6,54
SP500,1625,D1+D3+D8,3,0.05,2.564,7.62,41.0,41.0,78
SP500,1625,D1+D5+D8,3,0.05,2.466,8.19,44.4,44.4,81
SP500,1625,D1+D5,2,0.05,2.404,9.21,40.0,40.0,110
SP500,1625,D1+D3+D5,3,0.05,2.404,9.21,40.0,40.0,110
SP500,1625,D1+D5+D8+D21,4,0.05,2.314,8.51,45.5,45.5,88
SP500,1625,D1+D3+D5+D8,4,0.05,2.236,8.66,42.3,42.3,97
SP500,1625,D13+D21+D34+D55,4,0.05,2.159,6.04,46.3,46.3,67
SP500,1625,D3+D5+D8+D55,4,0.05,2.111,5.77,46.9,46.9,64
SP500,1625,D1+D3+D55,3,0.05,2.106,4.0,39.2,39.2,51
SP500,1625,D1+D8+D21,3,0.05,2.077,8.82,44.2,44.2,104
SP500,1625,D1+D5+D21,3,0.05,1.991,8.45,42.1,42.1,107
SP500,1625,D1+D21,2,0.05,1.896,8.17,44.4,44.4,108
SP500,1625,D3+D8,2,0.05,1.873,6.39,41.9,41.9,86
SP500,1625,D1+D3+D13+D21,4,0.05,1.831,7.24,44.3,44.3,97
SP500,1625,D13+D34+D89,3,0.05,1.804,2.78,42.1,42.1,38
SP500,1625,D1+D3+D8+D21,4,0.05,1.792,6.84,44.2,44.2,95
SP500,1625,D1+D3+D5+D13,4,0.1,1.79,0.55,40.0,40.0,10
SP500,1625,D1+D34+D55,3,0.05,1.776,4.12,43.1,43.1,51
SP500,1625,D1+D5+D13+D21,4,0.05,1.73,6.97,45.0,45.0,100
SP500,1625,D1+D5+D89,3,0.05,1.705,0.92,36.8,36.8,19
SP500,1625,D1+D8+D13+D21,4,0.05,1.603,6.22,44.2,44.2,95
SP500,1625,D1+D3+D21,3,0.05,1.575,5.97,41.5,41.5,94
SP500,1625,D1+D3+D8+D13,4,0.05,1.573,5.25,42.5,42.5,80
SP500,1625,D3+D5+D8,3,0.05,1.486,5.44,42.6,42.6,94
SP500,1625,D1+D3+D5+D21,4,0.05,1.483,5.97,41.0,41.0,105
SP500,1625,D3+D8+D21,3,0.05,1.482,5.66,43.8,43.8,96
SP500,1625,D1+D13+D21,3,0.05,1.464,6.39,42.6,42.6,115
SP500,1625,D1+D8+D21+D34,4,0.05,1.398,5.22,43.5,43.5,92
SP500,1625,D21+D55,2,0.05,1.363,1.74,37.0,37.0,27
SP500,1625,D21+D34+D89,3,0.05,1.292,1.53,40.0,40.0,25
SP500,1625,D3+D5+D8+D21,4,0.05,1.261,4.65,42.6,42.6,94
SP500,1625,D1+D5+D8+D34,4,0.05,1.242,3.71,43.7,43.7,71
SP500,1625,D1+D5+D13,3,0.05,1.24,4.44,42.0,42.0,88
SP500,1625,D1+D3+D5+D55,4,0.05,1.237,3.15,40.7,40.7,59
SP500,1625,D1+D3+D13+D89,4,0.05,1.225,1.61,48.1,48.1,27
SP500,1625,D3+D5+D21+D55,4,0.05,1.197,3.68,42.7,42.7,75
SP500,1625,D1+D3+D5+D13,4,0.05,1.196,4.9,40.6,40.6,106
SP500,1625,D3+D5+D34+D55,4,0.05,1.19,3.48,44.9,44.9,69
SP500,1625,D1+D3+D21+D34,4,0.05,1.189,4.11,41.0,41.0,83
SP500,1625,D3+D5+D13+D21,4,0.05,1.184,4.63,39.8,39.8,103
SP500,1625,D1+D5+D8+D55,4,0.05,1.176,2.76,43.4,43.4,53
SP500,1625,D13+D21+D55,3,0.05,1.165,3.21,38.4,38.4,73
SP500,1625,D3+D5+D55,3,0.05,1.147,3.2,42.4,42.4,66
SP500,1625,D3+D5+D21,3,0.05,1.137,4.74,39.3,39.3,112
SP500,1625,D1+D3+D5+D34,4,0.05,1.126,4.13,38.9,38.9,90
SP500,1625,D1+D5+D34+D55,4,0.05,1.123,3.26,42.0,42.0,69
SP500,1625,D1+D3+D8+D34,4,0.05,1.121,3.67,40.8,40.8,76
SP500,1625,D13+D21,2,0.05,1.121,4.23,42.6,42.6,101
SP500,1625,D3+D55,2,0.05,1.089,3.1,45.5,45.5,66
SP500,1625,D5+D8,2,0.1,1.081,0.85,43.5,43.5,23
SP500,1625,D1+D3+D34,3,0.05,1.065,3.34,39.2,39.2,74
SP500,1625,D1+D5+D21+D34,4,0.05,1.063,4.03,41.7,41.7,96
SP500,1625,D5+D13+D21,3,0.05,1.032,3.65,41.8,41.8,91
SP500,1625,D5+D21,2,0.05,1.032,3.65,41.8,41.8,91
SP500,1625,D3+D21+D55,3,0.05,1.026,3.21,44.2,44.2,77
SP500,1625,D3+D8+D34+D55,4,0.05,1.025,2.8,42.2,42.2,64
SP500,1625,D1+D13+D34,3,0.05,1.019,3.66,43.2,43.2,88
SP500,1625,D5+D8,2,0.05,1.012,2.57,39.4,39.4,71
SP500,1625,D3+D13+D34+D55,4,0.05,1.002,3.06,44.0,44.0,75
SP500,1625,D3+D8+D21+D55,4,0.05,0.968,2.78,43.5,43.5,69
SP500,1625,D3+D5+D8+D89,4,0.05,0.959,1.44,44.7,44.7,38
SP500,1625,D1+D21+D34+D55,4,0.05,0.959,2.78,43.5,43.5,69
SP500,1625,D1+D3+D13,3,0.05,0.951,3.14,39.5,39.5,81
SP500,1625,D5+D8+D21+D34,4,0.05,0.945,2.73,39.7,39.7,68
SP500,1625,D5+D13+D34+D55,4,0.05,0.931,2.53,43.5,43.5,62
SP500,1625,D1+D3+D13+D34,4,0.05,0.916,2.94,40.8,40.8,76
SP500,1625,D1+D34,2,0.05,0.907,3.41,41.7,41.7,96
SP500,1625,D5+D21+D34+D55,4,0.05,0.888,2.5,42.4,42.4,66
SP500,1625,D3+D21+D34+D55,4,0.05,0.886,2.61,43.7,43.7,71
SP500,1625,D13+D34,2,0.05,0.88,3.24,41.1,41.1,95
SP500,1625,D13+D21+D34,3,0.05,0.875,3.24,40.6,40.6,96
SP500,1625,D1+D5+D8+D13,4,0.05,0.838,2.56,40.8,40.8,76
SP500,1625,D3+D5,2,0.1,0.835,1.87,35.3,35.3,68
SP500,1625,D1+D3+D21+D55,4,0.05,0.834,2.35,41.5,41.5,65
SP500,1625,D1+D8+D21+D55,4,0.05,0.828,2.47,41.9,41.9,74
SP500,1625,D1+D5+D13+D89,4,0.05,0.821,1.05,48.1,48.1,27
SP500,1625,D3+D21,2,0.05,0.803,3.23,40.4,40.4,109
SP500,1625,D1+D8+D34,3,0.05,0.796,2.66,42.2,42.2,83
SP500,1625,D1+D5+D34,3,0.05,0.793,2.84,39.6,39.6,91
SP500,1625,D3+D34+D55,3,0.05,0.782,1.91,45.5,45.5,55
SP500,1625,D5+D21+D34,3,0.05,0.779,2.53,43.0,43.0,79
SP500,1625,D1+D5+D13+D55,4,0.05,0.779,2.03,41.0,41.0,61
SP500,1625,D5+D13+D21+D34,4,0.05,0.777,2.63,40.7,40.7,86
SP500,1625,D3+D5+D34,3,0.05,0.775,2.81,39.4,39.4,94
SP500,1625,D5+D34,2,0.05,0.774,2.53,42.5,42.5,80
SP500,1625,D3+D8+D89,3,0.05,0.772,1.07,47.1,47.1,34
SP500,1625,D8+D21+D34+D55,4,0.05,0.77,2.26,43.1,43.1,72
SP500,1625,D1+D21+D55,3,0.05,0.767,2.24,41.7,41.7,72
SP500,1625,D5+D8+D55,3,0.05,0.767,1.55,45.1,45.1,51
SP500,1625,D1+D13+D34+D55,4,0.05,0.766,2.27,41.9,41.9,74
SP500,1625,D5+D13+D34,3,0.05,0.752,2.17,40.8,40.8,71
SP500,1625,D5+D8+D55+D89,4,0.05,0.739,1.03,51.4,51.4,35
SP500,1625,D3+D8+D55,3,0.05,0.733,1.73,42.1,42.1,57
SP500,1625,D1+D21+D34,3,0.05,0.723,2.61,40.9,40.9,93
SP500,1625,D1+D13+D21+D34,4,0.05,0.719,2.69,40.8,40.8,98
SP500,1625,D3+D13+D34,3,0.05,0.711,2.49,41.6,41.6,89
SP500,1625,D1+D5+D55,3,0.05,0.698,1.83,39.7,39.7,63
SP500,1625,D3+D5+D21+D34,4,0.05,0.697,2.65,39.6,39.6,101
SP500,1625,D1+D3+D8+D55,4,0.05,0.695,1.7,38.6,38.6,57
SP500,1625,D21+D34,2,0.05,0.689,2.29,40.5,40.5,84
SP500,1625,D5+D8+D89,3,0.05,0.684,1.01,46.2,46.2,39
SP500,1625,D5+D55,2,0.05,0.679,1.77,41.0,41.0,61
SP500,1625,D1+D13,2,0.05,0.668,2.15,39.8,39.8,83
SP500,1625,D3+D13+D21,3,0.05,0.654,2.59,39.1,39.1,110
SP500,1625,D1+D5+D21+D55,4,0.05,0.645,1.83,42.3,42.3,71
SP500,1625,D3+D13+D21+D55,4,0.05,0.645,2.0,42.0,42.0,81
SP500,1625,D13+D21+D34+D89,4,0.05,0.642,1.08,40.9,40.9,44
SP500,1625,D8+D21+D55,3,0.05,0.635,1.9,43.4,43.4,76
SP500,1625,D3+D5+D8+D34,4,0.05,0.633,1.96,41.0,41.0,78
SP500,1625,D3+D5+D13+D34,4,0.05,0.617,2.0,38.6,38.6,83
SP500,1625,D3+D13+D21+D34,4,0.05,0.612,2.24,40.2,40.2,97
SP500,1625,D5+D8+D34,3,0.05,0.612,1.58,44.4,44.4,63
SP500,1625,D1+D13+D21+D55,4,0.05,0.609,1.9,41.5,41.5,82
SP500,1625,D1+D3+D34+D89,4,0.05,0.583,0.74,41.4,41.4,29
SP500,1625,D8+D13+D34+D55,4,0.05,0.549,1.54,43.1,43.1,72
SP500,1625,D3+D5,2,0.05,0.547,2.16,35.9,35.9,117
SP500,1625,D8+D21+D34+D89,4,0.05,0.546,0.92,43.2,43.2,44
SP500,1625,D3+D13+D21+D89,4,0.05,0.54,0.9,42.2,42.2,45
SP500,1625,D5+D13+D21+D89,4,0.05,0.535,0.9,41.3,41.3,46
SP500,1625,D5+D21+D34+D89,4,0.05,0.529,0.85,42.9,42.9,42
SP500,1625,D3+D21+D34+D89,4,0.05,0.529,0.85,42.9,42.9,42
SP500,1625,D1+D21+D34+D89,4,0.05,0.529,0.85,42.9,42.9,42
SP500,1625,D1+D13+D21+D89,4,0.05,0.513,0.84,45.5,45.5,44
SP500,1625,D5+D13+D21+D55,4,0.05,0.513,1.48,39.5,39.5,76
SP500,1625,D3+D8+D21+D34,4,0.05,0.484,1.66,40.2,40.2,92
SP500,1625,D5+D8+D21+D55,4,0.05,0.482,1.18,42.6,42.6,61
SP500,1625,D3+D8+D13+D21,4,0.05,0.453,1.59,39.8,39.8,98
SP500,1625,D8+D34,2,0.05,0.449,1.56,40.0,40.0,95
SP500,1625,D8+D21+D34,3,0.05,0.449,1.56,40.0,40.0,95
SP500,1625,D5+D21+D55,3,0.05,0.441,1.11,42.9,42.9,63
SP500,1625,D1+D8+D34+D55,4,0.05,0.433,1.12,38.8,38.8,67
SP500,1625,D3+D21+D34,3,0.05,0.421,1.4,40.7,40.7,91
SP500,1625,D3+D34,2,0.05,0.384,1.29,39.4,39.4,94
SP500,1625,D5+D8+D34+D55,4,0.05,0.382,0.79,41.5,41.5,53
SP500,1625,D3+D5+D8+D13,4,0.05,0.376,1.19,40.4,40.4,89
SP500,1625,D1+D55,2,0.05,0.357,0.86,39.7,39.7,63
SP500,1625,D3+D5+D34+D89,4,0.05,0.355,0.41,42.9,42.9,28
SP500,1625,D5+D8+D21,3,0.05,0.351,0.86,39.7,39.7,68
SP500,1625,D1+D8+D55,3,0.05,0.346,0.77,40.7,40.7,59
SP500,1625,D3+D8+D34,3,0.05,0.321,0.95,38.6,38.6,83
SP500,1625,D5+D8+D21+D89,4,0.05,0.213,0.27,46.3,46.3,41
SP500,1625,D1+D8+D13+D34,4,0.05,0.199,0.5,40.0,40.0,80
SP500,1625,D1+D13+D55,3,0.05,0.196,0.36,38.6,38.6,57
SP500,1625,D1+D8+D13,3,0.05,0.173,0.43,37.6,37.6,85
SP500,1625,D8+D13+D21+D34,4,0.05,0.141,0.35,38.5,38.5,96
SP500,1625,D8+D55,2,0.05,0.108,0.16,42.3,42.3,71
SP500,1625,D3+D13+D34+D89,4,0.05,0.107,0.08,42.1,42.1,38
SP500,1625,D1+D5+D13+D34,4,0.05,0.093,0.13,40.3,40.3,77
SP500,1625,D1+D3+D13+D55,4,0.05,0.082,0.06,36.7,36.7,60
SP500,1625,D8+D34+D55,3,0.05,0.081,0.07,41.5,41.5,65
SP500,1625,D3+D13+D55,3,0.05,0.072,0.03,44.4,44.4,54
SP500,1625,D13+D21+D55+D89,4,0.05,0.061,0.01,41.4,41.4,29
SP500,1625,D5+D8+D13+D21,4,0.05,0.055,0.01,40.3,40.3,77
SP500,1625,D8+D13+D34,3,0.05,0.037,-0.06,39.1,39.1,87
SP500,1625,D1+D3+D34+D55,4,0.05,0.023,-0.1,33.9,33.9,56
SP500,1625,D1+D3+D21,3,0.1,0.0,0.0,0.0,0.0,1
SP500,1625,D13+D21+D34,3,0.1,0.0,0.0,0.0,0.0,1
SP500,1625,D3+D8+D34+D89,4,0.05,-0.001,-0.08,44.1,44.1,34
SP500,1625,D3+D8+D13+D34,4,0.05,-0.001,-0.19,40.5,40.5,79
SP500,1625,D3+D13,2,0.05,-0.054,-0.36,38.1,38.1,84
SP500,1625,D3+D8+D13,3,0.05,-0.054,-0.36,38.1,38.1,84
SP500,1625,D3+D5+D21+D89,4,0.05,-0.074,-0.19,38.2,38.2,34
SP500,1625,D3+D5+D13+D55,4,0.05,-0.08,-0.35,41.4,41.4,58
SP500,1625,D1+D5+D34+D89,4,0.05,-0.111,-0.25,38.7,38.7,31
SP500,1625,D1+D13+D34+D89,4,0.05,-0.115,-0.29,41.0,41.0,39
SP500,1625,D3+D8+D21+D89,4,0.05,-0.207,-0.39,44.4,44.4,36
SP500,1625,D8+D13+D21+D55,4,0.05,-0.214,-0.79,39.2,39.2,74
SP500,1625,D1+D8+D13+D55,4,0.05,-0.221,-0.71,37.9,37.9,58
SP500,1625,D3+D5+D55+D89,4,0.05,-0.261,-0.41,44.0,44.0,25
SP500,1625,D5+D8+D34+D89,4,0.05,-0.263,-0.52,43.6,43.6,39
SP500,1625,D5+D34+D55,3,0.05,-0.281,-0.74,41.2,41.2,51
SP500,1625,D8+D34+D89,3,0.05,-0.32,-0.52,38.7,38.7,31
SP500,1625,D5+D8+D13+D34,4,0.05,-0.352,-1.06,38.6,38.6,57
SP500,1625,D3+D5+D13,3,0.05,-0.363,-1.54,34.0,34.0,97
SP500,1625,D3+D8+D13+D55,4,0.05,-0.372,-1.06,40.7,40.7,54
SP500,1625,D8+D21,2,0.05,-0.381,-1.63,36.4,36.4,99
SP500,1625,D5+D8+D13+D89,4,0.05,-0.422,-0.67,43.8,43.8,32
SP500,1625,D8+D13+D21,3,0.05,-0.451,-1.83,36.8,36.8,95
SP500,1625,D1+D5+D21+D89,4,0.05,-0.585,-0.78,40.0,40.0,25
SP500,1625,D1+D21+D55+D89,4,0.05,-0.608,-0.55,33.3,33.3,15
SP500,1625,D1+D8+D34+D89,4,0.05,-0.615,-0.95,40.6,40.6,32
SP500,1625,D5+D13,2,0.1,-0.643,-0.27,57.1,57.1,7
SP500,1625,D5+D8+D13,3,0.1,-0.643,-0.27,57.1,57.1,7
SP500,1625,D5+D21+D55+D89,4,0.05,-0.699,-0.85,44.0,44.0,25
SP500,1625,D5+D8+D13,3,0.05,-0.849,-2.19,40.4,40.4,52
SP500,1625,D3+D5+D89,3,0.05,-0.883,-1.21,35.7,35.7,28
SP500,1625,D8+D13+D34+D89,4,0.05,-1.023,-1.56,40.6,40.6,32
SP500,1625,D1+D8+D55+D89,4,0.05,-1.032,-1.25,40.9,40.9,22
SP500,1625,D5+D13,2,0.05,-1.044,-2.85,38.6,38.6,57
SP500,1625,D13+D21+D89,3,0.05,-1.093,-1.91,33.3,33.3,45
SP500,1625,D3+D21+D89,3,0.05,-1.202,-1.66,40.0,40.0,30
SP500,1625,D8+D13+D55,3,0.05,-1.225,-3.08,40.0,40.0,55
SP500,1625,D1+D8+D13+D89,4,0.05,-1.235,-1.55,39.1,39.1,23
SP500,1625,D3+D5+D13,3,0.1,-1.257,-1.27,43.5,43.5,23
SP500,1625,D3+D21+D55+D89,4,0.05,-1.332,-1.34,42.1,42.1,19
SP500,1625,D1+D34+D89,3,0.05,-1.347,-1.65,39.1,39.1,23
SP500,1625,D5+D8+D13+D55,4,0.05,-1.356,-3.27,40.4,40.4,52
SP500,1625,D8+D13,2,0.05,-1.358,-4.64,35.4,35.4,82
SP500,1625,D8+D21+D55+D89,4,0.05,-1.413,-1.61,40.0,40.0,25
SP500,1625,D3+D8+D55+D89,4,0.05,-1.43,-1.81,38.5,38.5,26
SP500,1625,D1+D8+D21+D89,4,0.05,-1.545,-2.09,41.9,41.9,31
SP500,1625,D5+D21+D89,3,0.05,-1.693,-2.63,35.1,35.1,37
SP500,1625,D5+D13+D34+D89,4,0.05,-1.71,-2.4,41.9,41.9,31
SP500,1625,D34+D55,2,0.05,-1.729,-0.11,50.0,50.0,2
SP500,1625,D3+D89,2,0.05,-1.759,-1.25,36.4,36.4,11
SP500,1625,D3+D34+D89,3,0.05,-1.89,-2.28,40.0,40.0,25
SP500,1625,D5+D13+D55,3,0.05,-1.921,-4.21,39.1,39.1,46
SP500,1625,D1+D5+D55+D89,4,0.05,-1.966,-1.67,37.5,37.5,16
SP500,1625,D8+D21+D89,3,0.05,-1.998,-2.84,37.1,37.1,35
SP500,1625,D8+D13+D21+D89,4,0.05,-2.058,-3.25,35.0,35.0,40
SP500,1625,D5+D89,2,0.05,-2.16,-1.37,33.3,33.3,9
SP500,1625,D5+D13+D89,3,0.05,-2.205,-2.68,36.0,36.0,25
SP500,1625,D5+D34+D89,3,0.05,-2.297,-2.94,40.7,40.7,27
SP500,1625,D1+D21+D89,3,0.05,-2.45,-2.77,39.1,39.1,23
SP500,1625,D1+D13+D89,3,0.05,-2.491,-2.64,40.0,40.0,20
SP500,1625,D3+D5+D13+D89,4,0.05,-2.55,-3.02,32.0,32.0,25
SP500,1625,D1+D13+D55+D89,4,0.05,-2.557,-2.64,42.1,42.1,19
SP500,1625,D3+D8+D13+D89,4,0.05,-2.858,-3.2,34.8,34.8,23
SP500,1625,D3+D5+D21,3,0.1,-2.932,-1.64,47.1,47.1,17
SP500,1625,D5+D13+D55+D89,4,0.05,-3.011,-3.12,40.0,40.0,20
SP500,1625,D3+D13+D89,3,0.05,-3.018,-3.13,35.0,35.0,20
SP500,1625,D3+D13+D55+D89,4,0.05,-3.282,-3.1,35.3,35.3,17
SP500,1625,D8+D13+D89,3,0.05,-3.303,-3.29,38.9,38.9,18
SP500,1625,D3+D55+D89,3,0.05,-4.679,-1.57,33.3,33.3,3
SP500,1625,D3+D13,2,0.1,-4.803,-1.48,55.6,55.6,9
SP500,1625,D3+D8+D13,3,0.1,-4.803,-1.48,55.6,55.6,9
SP500,1625,D8+D13+D55+D89,4,0.05,-5.562,-4.2,33.3,33.3,15
SP500,1625,D8+D13,2,0.1,-7.148,-5.61,28.6,28.6,21
SP500,1625,D3+D5+D8+D13,4,0.1,-7.527,-1.88,42.9,42.9,7
SP500,1625,D1+D3+D13,3,0.1,-9.24,-0.26,50.0,50.0,2
SP500,1625,D8+D89,2,0.05,-10.222,-2.14,50.0,50.0,2
SP500,1625,D1+D8,2,0.1,-17.588,-0.37,0.0,0.0,2
SP500,1625,D3+D34+D55+D89,4,0.05,-20.17,-3.03,0.0,0.0,2
